Series_reference,Period,Subject,Suppressed,STATUS,UNITS,Magnitude,Data_value,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCQ.SEA2JS,2019.06,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Seasonally adjusted,,
BDCQ.SEA2JS,2019.09,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Seasonally adjusted,,
BDCQ.SEA2JS,2019.12,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Seasonally adjusted,,
BDCQ.SEA2JS,2020.03,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Seasonally adjusted,,
BDCQ.SEA2JS,2020.06,Business Data Collection - BDC,Y,F,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Seasonally adjusted,,
BDCQ.SEA2JS,2020.09,Business Data Collection - BDC,Y,F,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Seasonally adjusted,,
BDCQ.SEA2JS,2020.12,Business Data Collection - BDC,Y,F,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Seasonally adjusted,,
BDCQ.SEA2JT,2011.06,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2011.09,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2011.12,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2012.03,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2012.06,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2012.09,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2012.12,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2013.03,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2013.06,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2013.09,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2013.12,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2014.03,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2014.06,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2014.09,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2014.12,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2015.03,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2015.06,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2015.09,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2015.12,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2016.03,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2016.06,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2016.09,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2016.12,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2017.03,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2017.06,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2017.09,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2017.12,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2018.03,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2018.06,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2018.09,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2018.12,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2019.03,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2019.06,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2019.09,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2019.12,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2020.03,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2020.06,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2020.09,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2JT,2020.12,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Information Media and Telecommunications,Trend,,
BDCQ.SEA2KA,2011.06,Business Data Collection - BDC,,F,Value,6,1011.710416,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2011.09,Business Data Collection - BDC,,F,Value,6,1086.785863,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2011.12,Business Data Collection - BDC,,F,Value,6,1200.444574,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2012.03,Business Data Collection - BDC,,F,Value,6,1048.149652,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2012.06,Business Data Collection - BDC,,F,Value,6,1064.846545,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2012.09,Business Data Collection - BDC,,F,Value,6,1130.016223,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2012.12,Business Data Collection - BDC,,F,Value,6,1246.095038,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2013.03,Business Data Collection - BDC,,F,Value,6,1098.109085,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2013.06,Business Data Collection - BDC,,F,Value,6,1098.489669,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2013.09,Business Data Collection - BDC,,F,Value,6,1187.718169,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2013.12,Business Data Collection - BDC,,F,Value,6,1283.231722,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2014.03,Business Data Collection - BDC,,F,Value,6,1122.022776,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2014.06,Business Data Collection - BDC,,F,Value,6,1145.128393,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2014.09,Business Data Collection - BDC,,F,Value,6,1270.560035,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2014.12,Business Data Collection - BDC,,F,Value,6,1340.228122,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2015.03,Business Data Collection - BDC,,F,Value,6,1204.852077,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2015.06,Business Data Collection - BDC,,F,Value,6,1225.073195,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2015.09,Business Data Collection - BDC,,F,Value,6,1357.683371,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2015.12,Business Data Collection - BDC,,F,Value,6,1438.376082,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2016.03,Business Data Collection - BDC,,F,Value,6,1296.416757,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2016.06,Business Data Collection - BDC,,F,Value,6,1273.073415,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2016.09,Business Data Collection - BDC,,F,Value,6,1386.15985,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2016.12,Business Data Collection - BDC,,F,Value,6,1410.769822,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2017.03,Business Data Collection - BDC,,F,Value,6,1326.104848,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2017.06,Business Data Collection - BDC,,F,Value,6,1316.768204,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2017.09,Business Data Collection - BDC,,F,Value,6,1452.775643,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2017.12,Business Data Collection - BDC,,F,Value,6,1478.06319,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2018.03,Business Data Collection - BDC,,F,Value,6,1359.336904,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2018.06,Business Data Collection - BDC,,F,Value,6,1349.22046,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2018.09,Business Data Collection - BDC,,F,Value,6,1481.58416,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2018.12,Business Data Collection - BDC,,F,Value,6,1547.983473,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2019.03,Business Data Collection - BDC,,F,Value,6,1399.556965,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2019.06,Business Data Collection - BDC,,F,Value,6,1411.895008,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2019.09,Business Data Collection - BDC,,F,Value,6,1566.278482,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2019.12,Business Data Collection - BDC,,F,Value,6,1724.27517,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2020.03,Business Data Collection - BDC,,F,Value,6,1475.576182,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2020.06,Business Data Collection - BDC,,F,Value,6,1512.741217,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2020.09,Business Data Collection - BDC,,R,Value,6,1624.998033,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2020.12,Business Data Collection - BDC,,R,Value,6,1663.486458,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2021.03,Business Data Collection - BDC,,R,Value,6,1638.829882,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2021.06,Business Data Collection - BDC,,R,Value,6,1692.329727,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2021.09,Business Data Collection - BDC,,R,Value,6,1867.499938,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2021.12,Business Data Collection - BDC,,R,Value,6,1886.386844,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2022.03,Business Data Collection - BDC,,R,Value,6,1857.122538,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2022.06,Business Data Collection - BDC,,R,Value,6,1889.135548,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2022.09,Business Data Collection - BDC,,R,Value,6,2014.300341,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2022.12,Business Data Collection - BDC,,R,Value,6,2192.202868,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KA,2023.03,Business Data Collection - BDC,,F,Value,6,2017.675234,Industry by employment variable,Total earnings,Financial and Insurance Services,Actual,,
BDCQ.SEA2KS,2011.06,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2011.09,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2011.12,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2012.03,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2012.06,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2012.09,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2012.12,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2013.03,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2013.06,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2013.09,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2013.12,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2014.03,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2014.06,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2014.09,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2014.12,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2015.03,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2015.06,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2015.09,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2015.12,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2016.03,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2016.06,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2016.09,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2016.12,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2017.03,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2017.06,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2017.09,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2017.12,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2018.03,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2018.06,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2018.09,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2018.12,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2019.03,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2019.06,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2019.09,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2019.12,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2020.03,Business Data Collection - BDC,Y,R,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2020.06,Business Data Collection - BDC,Y,F,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2020.09,Business Data Collection - BDC,Y,F,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KS,2020.12,Business Data Collection - BDC,Y,F,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Seasonally adjusted,,
BDCQ.SEA2KT,2011.06,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2011.09,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2011.12,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2012.03,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2012.06,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2012.09,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2012.12,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2013.03,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2013.06,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2013.09,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2013.12,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2014.03,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2014.06,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2014.09,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2014.12,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2015.03,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2015.06,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2015.09,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2015.12,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2016.03,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2016.06,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2016.09,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2016.12,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2017.03,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2017.06,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2017.09,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2017.12,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2018.03,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2018.06,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2018.09,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2018.12,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2019.03,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2019.06,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2019.09,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2019.12,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2020.03,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2020.06,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2020.09,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2KT,2020.12,Business Data Collection - BDC,Y,C,Value,6,,Industry by employment variable,Total earnings,Financial and Insurance Services,Trend,,
BDCQ.SEA2LA,2011.06,Business Data Collection - BDC,,F,Value,6,265.900685,Industry by employment variable,Total earnings,"Rental, Hiring and Real Estate Services",Actual,,
BDCQ.SEA2LA,2011.09,Business Data Collection - BDC,,F,Value,6,264.627774,Industry by employment variable,Total earnings,"Rental, Hiring and Real Estate Services",Actual,,
BDCQ.SEA2LA,2011.12,Business Data Collection - BDC,,F,Value,6,275.754477,Industry by employment variable,Total earnings,"Rental, Hiring and Real Estate Services",Actual,,
BDCQ.SEA2LA,2012.03,Business Data Collection - BDC,,F,Value,6,279.127668,Industry by employment variable,Total earnings,"Rental, Hiring and Real Estate Services",Actual,,
BDCQ.SEA2LA,2012.06,Business Data Collection - BDC,,F,Value,6,281.40192,Industry by employment variable,Total earnings,"Rental, Hiring and Real Estate Services",Actual,,
BDCQ.SEA2LA,2012.09,Business Data Collection - BDC,,F,Value,6,280.729672,Industry by employment variable,Total earnings,"Rental, Hiring and Real Estate Services",Actual,,
BDCQ.SEA2LA,2012.12,Business Data Collection - BDC,,F,Value,6,290.239384,Industry by employment variable,Total earnings,"Rental, Hiring and Real Estate Services",Actual,,
BDCQ.SEA2LA,2013.03,Business Data Collection - BDC,,F,Value,6,287.230262,Industry by employment variable,Total earnings,"Rental, Hiring and Real Estate Services",Actual,,
BDCQ.SEA2LA,2013.06,Business Data Collection - BDC,,F,Value,6,296.718215,Industry by employment variable,Total earnings,"Rental, Hiring and Real Estate Services",Actual,,
BDCQ.SEA2LA,2013.09,Business Data Collection - BDC,,F,Value,6,295.890643,Industry by employment variable,Total earnings,"Rental, Hiring and Real Estate Services",Actual,,
